site,month,hour,mu_a,sigma_a,mu_f,sigma_f,count
wind_323693,5,5,1.8822777162292734,3.7672208475626165,1.6731191934373686,3.2882347383259205,31
wind_323693,5,6,1.5870136560624586,3.3203692456329135,2.215832417954291,3.5941338679693726,31
wind_323693,5,7,1.3321545749227506,3.051468501557905,2.620257512166407,4.424644581202668,31
wind_323693,5,8,2.1307874332793846,4.408356572183272,2.7103731815311782,4.627478976677065,31
wind_323693,5,9,1.992553342063573,4.337463203485842,2.689245057503775,4.947065990038044,31
wind_323693,5,10,1.669540274029354,3.282445663576423,2.7893538800945805,5.139858498241227,31
wind_323693,5,11,1.371102302748772,3.518136746707162,2.711216953975682,5.11711076971629,31
wind_323693,5,12,1.7764972272394401,3.725065043163296,2.4751990087732105,4.62123828232831,31
wind_323693,5,13,1.9693981917400987,4.077741689978082,2.207930388641897,4.309025731922932,31
wind_323693,5,14,1.6501726486657478,3.5317435708092555,2.1303707365713493,4.2427868602985885,31
wind_323693,5,15,1.8450612387320746,4.073544441989941,2.135281805021935,4.284092692962362,31
wind_323693,5,16,1.6281617135236939,3.8102575858182255,2.4390536468006663,4.558329668060356,31
wind_323693,5,17,2.068958472483556,4.099880269270457,2.8588085307299385,4.910358221917892,31
wind_323693,5,18,2.483518048134075,5.025736738500825,2.8379434336028853,4.662885849103874,31
wind_323693,5,19,2.2002440577028386,4.15647552352552,1.6545262815780595,3.164542489553715,31
wind_323693,5,20,2.183015454273801,4.103095794667615,1.6655606794309532,3.214280382101259,31
wind_323693,5,21,2.0398611588328817,3.805596106919454,1.3457471342919596,2.831944537970367,31
wind_323693,5,22,1.7396291575797225,3.5803657794325616,2.1851606535518915,4.016195075035509,31
wind_323693,5,23,2.6857761111650427,4.737931965349833,2.596169714771902,4.6510836877816395,31
wind_323693,6,0,1.5198190298901244,3.2567597913255746,2.461443633981554,4.699691489105183,30
wind_323693,6,1,1.8442288737461254,4.034774036296464,2.2699486044709847,4.538457323612668,30
wind_323693,6,2,1.0881790395599422,1.9351406398523154,2.617818017330042,4.587650069359582,30
wind_323693,6,3,2.4596578320423674,4.492701599875617,2.568235148447518,4.011975096861695,30
wind_323693,6,4,2.506981278535855,3.994595148091672,2.4609851173310555,3.3273035187673385,30
wind_323693,6,5,3.07136411778153,4.6707062081932404,3.0323661277557954,4.201421112554064,30
wind_323693,6,6,3.2052184839388134,5.134211812902353,3.2221352603013576,4.265750272472733,30
wind_323693,6,7,3.7967649404546906,5.664508740897638,3.2401184979904154,4.333665701503634,30
wind_323693,6,8,3.608510681968397,5.241371620033292,3.1240869522054604,3.9415287405578314,30
wind_323693,6,9,2.6555331203153165,4.306185081742591,3.5021348040788416,4.4439854746677545,30
wind_323693,6,10,1.8524548936189786,4.067423382103914,3.568661115610725,4.149927999766617,30
wind_323693,6,11,1.3043730616480655,2.411426682349291,3.722093058127414,4.890186906603424,30
wind_323693,6,12,1.4744639356759472,3.2161890698329776,2.8944623449270264,4.205597004119191,30
wind_323693,6,13,2.0168044614819522,4.152674789676758,2.7196046394298645,4.326811072229396,30
wind_323693,6,14,1.6089545961646328,3.6182450152150656,2.8441450571914166,4.551506527255848,30
wind_323693,6,15,2.009688338212965,3.714192918566655,2.9434566652096246,4.797169301426264,30
wind_323693,6,16,2.4584442173178394,4.036801406028105,3.841452995203217,5.712238249254983,30
wind_323693,6,17,3.615822228080729,5.527592320336604,4.1382165270982405,6.085269595440719,30
wind_323693,6,18,3.1533259455731084,5.593883585800991,4.354102304274433,5.9574505239754565,30
wind_323693,6,19,2.578523076010624,4.865696560670371,5.051554664216641,6.649163712084849,30
wind_323693,6,20,2.6115540490077302,4.807326775393097,5.584644085920388,6.657200537582985,30
wind_323693,6,21,2.9183587322049434,4.931723584805219,4.300233111358592,5.704483465406599,30
wind_323693,6,22,2.653648734566134,4.779584001534705,4.0426924487973,5.935722172509913,30
wind_323693,6,23,3.050759940041414,4.465324887571876,3.274100637819943,5.486114769354124,30
wind_323693,7,0,0.9056290930452575,1.9579945270121777,1.3910693611158853,2.546125567957852,31
wind_323693,7,1,0.9040556189197712,1.8286729483922148,1.117573853734809,1.6505212812193613,31
wind_323693,7,2,0.7928063361136801,1.7188197849525493,1.0744584291055743,1.5910260313588571,31
wind_323693,7,3,0.6021125549704959,1.4766310070420456,0.947379676854619,1.8238115864561026,31
wind_323693,7,4,0.49013463281402037,1.041194439279437,0.8716167795374933,1.591265054432584,31
wind_323693,7,5,0.6702912875682229,2.327490670179323,0.7902873458073935,1.518367842127808,31
wind_323693,7,6,0.5559351383515108,1.0847051095984346,0.9881586490003652,2.160421993184449,31
wind_323693,7,7,0.7631675596647658,2.6769430595424093,0.9736589986897088,2.706810279435274,31
wind_323693,7,8,0.7498242940170308,2.7087319105764864,1.164297915724992,3.09104399908041,31
wind_323693,7,9,0.8157735342743183,2.704398588203919,1.0663551367111708,2.822430570224821,31
wind_323693,7,10,0.7133826489159242,2.1613245668504497,1.0172782405990979,2.839335306881335,31
wind_323693,7,11,0.5146800388501056,1.744280180036175,1.2217667635741372,3.0218381110045947,31
wind_323693,7,12,0.584746569277865,2.2230058455074935,1.1951331827900111,2.979378468434917,31
wind_323693,7,13,0.6581900480012662,2.7010956382400932,1.0338953348858462,2.852842143244641,31
wind_323693,7,14,0.6866621871242502,2.5975803171779774,1.2118011027916658,2.992444685247345,31
wind_323693,7,15,0.7481387838371678,2.2401102519041736,1.5068382021151703,3.6600375808297603,31
wind_323693,7,16,1.3702163359036825,3.5015788523888696,1.349838365535789,3.3184001195767294,31
wind_323693,7,17,0.9658718466349496,2.1955943816135814,1.6623947798523495,3.4044804604699124,31
wind_323693,7,18,0.7442030195366435,1.7508051591757878,1.9167365078824383,3.674081039997548,31
wind_323693,7,19,0.6944811427940764,1.4315362977754345,1.8420855381516446,3.879347684380339,31
wind_323693,7,20,0.9325529554741296,1.755223497899112,1.9519827404758705,3.80179537077722,31
wind_323693,7,21,1.582384766269624,3.446444144275334,1.9293386652625932,4.5031213039090945,31
wind_323693,7,22,1.2172118789273494,2.987661685835299,1.8373434728252567,4.070110892628284,31
wind_323693,7,23,1.265881202491168,3.504946437273655,1.3964100233514358,3.182530123031889,31
wind_323693,8,0,2.4734955785601715,4.037663782336013,2.0177018747495077,3.1863741536546666,31
wind_323693,8,1,1.826704540955761,3.1643065142360793,2.0956900065961928,2.9727574839397084,31
